,backword_bigrams,Freq
9053,میں آزمانے,1
9083,رہی آزار,1
9085,جادۂ ہے,1
9143,نہیں میر,1
9115,بہ سنگ,1
9117,تقریر اندازۂِ,1
9118,نہیں تقریر,1
9119,جب نہیں,1
9120,کرم جب,1
9121,رخصتِ کرم,1
9122,بیباکی رخصتِ,1
9123,و بیباکی,1
9124,گستاخی و,1
9125,دے گستاخی,1
9126,تقصیر کوئی,1
9127,بجُز تقصیر,1
9128,خجلتِ بجُز,1
9129,تقصیر خجلتِ,1
9130,نہیں تقصیر,1
9131,اپنا غالب,1
9133,عقیدہ یہ,1
9134,ہے عقیدہ,1
9135,بقولِ ہے,1
9136,ناسخ بقولِ,1
9137,آپ ناسخ,1
9138,بے آپ,1
9139,بہرہ بے,1
9140,ہے بہرہ,1
9141,معتقدِ جو,1
9142,میر معتقدِ,1
9116,اندازۂِ بہ,1
9114,سنگ لذّتِ,1
9086,راہِ جادۂ,1
9113,لذّتِ جائے,1
9087,وفا راہِ,1
9088,جز وفا,1
9089,دمِ جز,1
9090,شمشیر دمِ,1
9091,نہیں شمشیر,1
9092,رنجِ نہیں,1
9093,نو رنجِ,1
9094,میدیِ نو,1
9095,جاوید میدیِ,1
9096,گوارا جاوید,1
9097,رہیو گوارا,1
9098,خوش رہیو,1
9099,نالہ گر,1
9100,زبونی نالہ,1
9101,کشِ زبونی,1
9102,تاثیر کشِ,1
9103,نہیں تاثیر,1
9104,سر نہیں,1
9105,کھجاتا سر,1
9106,ہے کھجاتا,1
9108,زخمِ جہاں,1
9109,سر زخمِ,1
9110,اچھا سر,1
9111,ہو اچھا,1
9112,جائے ہو,1
7636,وگرنہ جائے,1
7635,جائے لے,1
7634,لے اڑا,1
6255,نا بدر,1
6243,عاملی تیری,1
6244,سے عاملی,1
6245,خدا سے,1
6246,یعنی خدا,1
6247,پدر یعنی,1
6248,سے پدر,1
6249,مہرباں سے,1
6250,تر مہرباں,1
6251,پھرے تر,1
6252,ہم پھرے,1
6253,در ہم,1
6254,بدر در,1
6256,قابلی نا,1
6342,نہیں بیگانگی,1
6257,سے قابلی,1
6258,وارستہ سے,1
6259,اس وارستہ,1
6260,محبت کہ,1
6263,کیجئے ہو,1
6264,ہمارے کیجئے,1
6265,ساتھ ہمارے,1
6266,عداوت ساتھ,1
6267,ہی عداوت,1
6268,چھوڑا ہو,1
6270,مجھ نہ,1
6271,میں مجھ,1
6240,خوش بیاباں,1
6239,بیاباں خاک,1
6238,خاک کفِ,1
6237,کفِ یک,1
6209,گرمِ قد,1
6210,خرامِ گرمِ,1
6211,ناز خرامِ,1
6212,آ ناز,1
6213,جاوے آ,1
6214,کفِ جاوے,1
6215,ہر کفِ,1
6216,خاکِ ہر,1
6217,گلشن خاکِ,1
6218,شکلِ گلشن,1
6219,قمری شکلِ,1
6220,نالہ قمری,1
6221,فرسا نالہ,1
6222,ہو فرسا,1
6224,دنیا ترکِ,1
6225,کاہلی دنیا,1
6226,سے کاہلی,1
6227,ہمیں سے,1
6228,حاصل ہمیں,1
6231,حاصلی بے,1
6232,سے حاصلی,1
6233,خراج سے,1
6234,دِیہ خراج,1
6235,ویراں دِیہ,1
6236,یک ویراں,1
6274,رنگ نے,1
6275,اختلاط رنگ,1
6276,کا اختلاط,1
6312,کھنیچتا سے,1
6314,خجالت ہوں,1
6315,ہی خجالت,1
6316,آدمی ہے,1
6317,بجائے آدمی,1
6318,خود بجائے,1
6319,اک خود,1
6320,محشرِ اک,1
6321,ہم خیال,1
6322,انجمن ہم,1
6323,سمجھتے انجمن,1
6325,خلوت ہیں,1
6326,ہی خلوت,1
6327,ہنگامۂ ہو,1
6328,زبونیِ ہنگامۂ,1
6329,ہمت زبونیِ,1
6330,ہے ہمت,1
6331,انفعال ہے,1
6332,حاصل انفعال,1
6333,نہ حاصل,1
6334,کیجے نہ,1
6335,دہر کیجے,1
6337,عبرت سے,1
6338,ہی عبرت,1
6339,وارستگی ہو,1
6340,بہانۂ وارستگی,1
6313,ہوں کھنیچتا,1
6310,اپنے معاملہ,1
6277,نقشِ بار,1
6308,سے کسی,1
6278,محبت نقشِ,1
6282,تذکرۂ سے,1
6283,غیر تذکرۂ,1
6284,کا غیر,1
6285,گلا کا,1
6286,ہر گلا,1
6287,چند ہر,1
6288,بر چند,1
6289,سبیلِ بر,1
6290,شکایت سبیلِ,1
6291,ہی شکایت,1
6292,پیدا ہو,1
6293,ہوئی پیدا,1
6294,کہتے ہے,1
6295,ہر ہیں,1
6296,درد ہر,1
6297,یوں دوا,1
6298,ہو یوں,1
6299,چارۂ تو,1
6300,غمِ چارۂ,1
6302,ہی الفت,1
6303,ڈالا ہو,1
6304,نہ ڈالا,1
6305,بیکسی نہ,1
6306,نے بیکسی,1
6208,قد سرو,1
6207,سرو وہ,1
6206,وہ اگر,1
6115,تمیز بے,1
6117,کو گنج,1
6118,ویرانہ کو,1
6119,چاہیے ویرانہ,1
6120,ساقی چاہیے,1
6121,بہارِ ساقی,1
6122,موسمِ بہارِ,1
6123,گل موسمِ,1
6124,سرور ہے,1
6125,بخش سرور,1
6126,پیماں بخش,1
6127,سے پیماں,1
6128,گزر ہم,1
6130,پیمانہ گئے,1
6131,چاہیے پیمانہ,1
6132,دل چاہیے,1
6133,سراپا دل,1
6134,وقفِ سراپا,1
6135,سودائے وقفِ,1
6136,نگاہِ سودائے,1
6137,تیز نگاہِ,1
6138,ہے تیز,1
6139,زمیں یہ,1
6140,مثلِ زمیں,1
6141,نیستاں مثلِ,1
6142,سخت نیستاں,1
6116,گنج تمیز,1
6114,بے اے,1
6144,خیز ناوک,1
6113,اے عشق,1
6087,ہوں خوباں,1
6088,خمِ ہوں,1
6089,دستِ خمِ,1
6090,نوازش دستِ,1
6091,ہو نوازش,1
6092,طوق ہے,1
6093,گردن طوق,1
6095,پیدا میں,1
6096,کریں پیدا,1
6097,دماغ کریں,1
6098,تماشائے دماغ,1
6099,سَرو تماشائے,1
6100,و سَرو,1
6101,حسرت گل,1
6102,کشوں حسرت,1
6103,کو کشوں,1
6104,ساغر کو,1
6105,نہ مینا,1
6106,چاہیے نہ,1
6107,دیوانگاں چاہیے,1
6108,ہیں دیوانگاں,1
6109,حاملِ ہیں,1
6110,رازِ حاملِ,1
6111,نہانِ رازِ,1
6112,عشق نہانِ,1
6143,ناوک سخت,1
6145,ہے خیز,1
6204,ہو دریا,1
6175,سے حسد,1
6177,ہے افسردہ,1
6178,گرمِ ہے,1
6179,تماشا گرمِ,1
6180,ہو تماشا,1
6182,چشمِ کہ,1
6183,تنگ چشمِ,1
6184,شاید تنگ,1
6185,کثرتِ شاید,1
6186,نظاّرہ کثرتِ,1
6187,سے نظاّرہ,1
6188,وا سے,1
6189,بقدرِ ہو,1
6190,حسرتِ بقدرِ,1
6192,چاہیے دل,1
6193,ذوقِ چاہیے,1
6194,معاصی ذوقِ,1
6195,بھی معاصی,1
6196,بھروں بھی,1
6197,یک بھروں,1
6198,گوشہ یک,1
6199,دامن گوشہ,1
6200,گر دامن,1
6201,آبِ گر,1
6202,ہفت آبِ,1
6203,دریا ہفت,1
6176,افسردہ اگر,1
6174,حسد ہے,1
6146,ہو ہے,1
6173,ہے مہمیز,1
6147,سکے ہو,1
6148,کیا سکے,1
6149,دست خاک,1
6150,فرہاد بازوئے,1
6151,سے فرہاد,1
6152,ستوں بے,1
6153,خوابِ ستوں,1
6154,گرانِ خوابِ,1
6155,خسروِ گرانِ,1
6156,پرویز خسروِ,1
6157,ہے پرویز,1
6158,ہے ہے,1
6159,بہارِ ہے,1
6160,تیز بہارِ,1
6162,گلگونِ رو,1
6163,نکہت گلگونِ,1
6164,پر نکہت,1
6165,سوار پر,1
6166,یک سوار,1
6167,شکستِ یک,1
6168,رنگِ شکستِ,1
6169,گل رنگِ,1
6170,صد گل,1
6171,جنبشِ صد,1
6172,مہمیز جنبشِ,1
6341,بیگانگی بہانۂ,1
6343,اپنے نہیں,1
6085,ہائے الفت,1
6533,سینہ ہی,1
6515,مثلِ زخم,1
6516,گل مثلِ,1
6517,سراپا گل,1
6518,کا سراپا,1
6519,پیرایہ مرے,1
6520,ہے پیرایہ,1
6525,کوئی دل,1
6526,نوا کوئی,1
6527,سنجِ نوا,1
6528,فغاں سنجِ,1
6529,کیوں فغاں,1
6531,جب ہو,1
6534,منہ پھر,1
6344,کر سے,1
6535,زباں میں,1
6536,کیوں زباں,1
6538,اپنی وہ,1
6539,خو اپنی,1
6540,نہ خو,1
6541,چھوڑیں نہ,1
6542,گے چھوڑیں,1
6543,اپنی ہم,1
6544,وضع اپنی,1
6545,کیوں وضع,1
6546,چھوڑیں کیوں,1
6547,سبک چھوڑیں,1
6514,زخم کہوں,1
6513,کہوں الفت,1
6512,الفت مشاطۂ,1
6511,مشاطۂ کو,1
6484,غالب پانو,1
6485,میرے غالب,1
6486,کلام میرے,1
6488,مزا کر,1
6489,پیتا ہو,1
6490,ہوں پیتا,1
6491,دھو ہوں,1
6492,کے دھو,1
6493,خسروِ کے,1
6494,شیریں خسروِ,1
6495,سخن شیریں,1
6496,کے سخن,1
6497,فصل پانو,1
6499,دیدۂ میں,1
6500,خونیں دیدۂ,1
6501,نگاہانِ خونیں,1
6502,جنوں نگاہانِ,1
6503,دولتِ جنوں,1
6504,نظارۂ دولتِ,1
6505,گل نظارۂ,1
6506,شفق سے,1
6507,سرمایہ شفق,1
6508,ہے سرمایہ,1
6509,کیوں ہے,1
6510,تیغ نہ,1
6548,سر سبک,1
6549,بن سر,1
6552,پوچھیں کیا,1
6585,تیرا دل,1
6587,آستاں سنگِ,1
6588,کیوں آستاں,1
6589,قفس ہو,1
6590,مجھ میں,1
6591,رودادِ سے,1
6592,چمن رودادِ,1
6593,کہتے چمن,1
6594,نہ کہتے,1
6595,ڈر نہ,1
6596,ہمدم ڈر,1
6597,گری ہمدم,1
6598,ہے گری,1
6600,پہ جس,1
6601,کل پہ,1
6602,بجلی کل,1
6603,وہ بجلی,1
6604,آشیاں میرا,1
6605,کیوں آشیاں,1
6607,سکتے کہہ,1
6608,ہو سکتے,1
6609,ہم ہو,1
6611,بتلاؤ یہ,1
6612,کہ بتلاؤ,1
6615,تم تمھیں,1
6617,آنکھوں تو,1
6586,سنگِ ہی,1
6584,دل سنگ,1
6553,کہ پوچھیں,1
6583,سنگ اے,1
6554,سر سے,1
6555,گراں سر,1
6556,کیوں گراں,1
6557,غمخوار کیا,1
6558,نے غمخوار,1
6559,رسوا نے,1
6560,لگے رسوا,1
6561,آگ لگے,1
6562,محبت اس,1
6564,لاوے نہ,1
6565,تاب لاوے,1
6566,جو تاب,1
6567,غم جو,1
6570,راز میرا,1
6571,داں راز,1
6572,کیوں داں,1
6573,وفا ہو,1
6574,کیسی وفا,1
6575,کہاں کیسی,1
6576,کا کہاں,1
6577,جب عشق,1
6578,سر جب,1
6579,پھوڑنا سر,1
6580,ٹھہرا پھوڑنا,1
6581,تو ٹھہرا,1
6483,کے بدن,1
6482,بدن نازک,1
6481,نازک بتِ,1
6379,جب ہوں,1
6381,پینے میں,1
6382,کو پینے,1
6383,اس کو,1
6384,سیم اس,1
6387,رکھتا پانو,1
6389,ضد ہے,1
6390,سے ضد,1
6391,کھینچ سے,1
6392,کے کھینچ,1
6393,باہر کے,1
6394,لگن باہر,1
6395,کے لگن,1
6396,دی پانو,1
6397,سادگی دی,1
6398,سے سادگی,1
6400,پڑوں جان,1
6401,کوہکن پڑوں,1
6402,کے کوہکن,1
6403,ہیہات پانو,1
6404,کیوں ہیہات,1
6405,ٹوٹ نہ,1
6406,گئے ٹوٹ,1
6407,پیر گئے,1
6408,زن پیر,1
6409,کے زن,1
6380,میں جب,1
6378,ہوں دھوتا,1
6411,تھے بھاگے,1
6377,دھوتا ہو,1
6346,غیر نہ,1
6348,وحشت سے,1
6349,ہی وحشت,1
6350,مٹتا ہو,1
6351,ہے مٹتا,1
6352,فوتِ ہے,1
6353,فرصتِ فوتِ,1
6354,ہستی فرصتِ,1
6356,کوئی غم,1
6357,عمرِ کوئی,1
6358,عزیز عمرِ,1
6359,صرف عزیز,1
6360,عبادت صرف,1
6361,ہی عبادت,1
6363,فتنہ اس,1
6364,خو فتنہ,1
6365,کے خو,1
6367,سے در,1
6369,اٹھتے اب,1
6370,نہیں اٹھتے,1
6371,اسد نہیں,1
6372,اس اسد,1
6373,سر ہمارے,1
6375,قیامت پہ,1
6376,ہی قیامت,1
6410,بھاگے پانو,1
6412,بہت ہم,1
6477,ہیں دکھتے,1
6446,بعدِ کہ,1
6448,ہلتے مرگ,1
6449,ہیں ہلتے,1
6450,خود ہیں,1
6452,میرے بخود,1
6453,اندر میرے,1
6454,کفن اندر,1
6455,کے کفن,1
6456,ہے پانو,1
6457,جوشِ ہے,1
6458,گل جوشِ,1
6459,بہار گل,1
6460,میں بہار,1
6461,یاں میں,1
6462,کہ تک,1
6463,اڑتے طرف,1
6464,ہوئے اڑتے,1
6465,الجھتے ہوئے,1
6466,ہیں الجھتے,1
6467,مرغِ ہیں,1
6468,چمن مرغِ,1
6469,کے چمن,1
6470,شب پانو,1
6471,کسی کو,1
6475,کہیں ہو,1
6476,دکھتے کہیں,1
6447,مرگ بعدِ,1
6445,کہ نوردی,1
6413,سو بہت,1
6443,دشت ذوقِ,1
6414,اسی سو,1
6416,سزا کی,1
6417,ہے سزا,1
6418,ہو یہ,1
6419,اسیر کر,1
6420,دابتے اسیر,1
6421,ہیں دابتے,1
6422,راہزن ہیں,1
6423,کے راہزن,1
6424,مرہم پانو,1
6425,کی مرہم,1
6427,میں جستجو,1
6429,ہوں پھرا,1
6430,جو ہوں,1
6431,دُور جو,1
6432,دُور دُور,1
6433,تن دُور,1
6435,سَوا سے,1
6436,فگار سَوا,1
6437,ہیں فگار,1
6438,خستہ ہیں,1
6439,تن خستہ,1
6440,اللہ پانو,1
6441,رے اللہ,1
6442,ذوقِ رے,1
6086,خوباں ہائے,1
6084,الفت تاثیرِ,1
6620,غلط ہو,1
5746,تھیں گئیں,1
5732,ہو پنہاں,1
5733,یاد گئیں,1
5735,ہم تھیں,1
5736,رنگا بھی,1
5737,رنگ رنگا,1
5738,بزم رنگ,1
5739,آرائیاں بزم,1
5740,لیکن آرائیاں,1
5741,نقش اب,1
5743,نگارِ و,1
5744,طاق نگارِ,1
5745,ہو نسیاں,1
5747,بنات تھیں,1
5827,راتیں ہے,1
5748,النعشِ بنات,1
5749,گردوں النعشِ,1
5750,دن گردوں,1
5751,پردے کو,1
5752,شب نہاں,1
5754,جی کے,1
5755,آئی کیا,1
5757,عریاں کہ,1
5758,ہو عریاں,1
5759,قید گئیں,1
5760,میں قید,1
5761,یعقوب میں,1
5731,پنہاں کہ,1
5730,کہ گی,1
5729,گی ہوں,1
5728,ہوں صورتیں,1
5699,لب جامِ,1
5700,سفالی ریزِ,1
5701,ہے سفالی,1
5702,مت اسد,1
5703,رکھ مت,1
5704,تعجب رکھ,1
5705,خر تعجب,1
5706,دماغی خر,1
5707,ہائے دماغی,1
5708,منعم ہائے,1
5709,کا منعم,1
5710,نامرد یہ,1
5711,بھی نامرد,1
5712,شیر بھی,1
5713,افگنِ شیر,1
5714,میدانِ افگنِ,1
5715,قالی میدانِ,1
5716,ہے قالی,1
5717,سب ہے,1
5718,کہاں سب,1
5719,لالہ کچھ,1
5722,نمایاں میں,1
5723,ہو نمایاں,1
5725,خاک گئیں,1
5727,صورتیں کیا,1
5762,نے یعقوب,1
5763,لی نے,1
5764,گو لی,1
5795,بہنے سے,1
5798,شام ہے,1
5800,سمجھوں یہ,1
5802,کہ گا,1
5803,شمعیں کہ,1
5804,دو شمعیں,1
5805,فروزاں دو,1
5806,ہو فروزاں,1
5807,انِ گئیں,1
5808,پری انِ,1
5809,زادوں پری,1
5810,سے زادوں,1
5811,لیں سے,1
5812,گے لیں,1
5813,خلد گے,1
5815,انتقام ہم,1
5816,قدرتِ انتقام,1
5817,حق قدرتِ,1
5818,سے حق,1
5819,یہی سے,1
5820,حوریں یہی,1
5821,اگر حوریں,1
5822,واں اگر,1
5823,ہو واں,1
5824,نیند گئیں,1
5825,اس نیند,1
5796,دو بہنے,1
5793,آنکھوں خوں,1
5765,یوسف نہ,1
5792,خوں جوئے,1
5766,کی یوسف,1
5767,خبر کی,1
5768,لیکن خبر,1
5769,آنکھیں لیکن,1
5770,روزنِ آنکھیں,1
5771,دیوارِ روزنِ,1
5772,زنداں دیوارِ,1
5773,ہو زنداں,1
5774,سب گئیں,1
5775,رقیبوں سب,1
5776,سے رقیبوں,1
5778,نا ہوں,1
5779,خوش نا,1
5780,پر خوش,1
5781,زنانِ پر,1
5782,مصر زنانِ,1
5783,سے مصر,1
5784,زلیخا ہے,1
5785,خوش زلیخا,1
5786,کہ خوش,1
5787,محوِ کہ,1
5788,ماہِ محوِ,1
5789,کنعاں ماہِ,1
5790,ہو کنعاں,1
5791,جوئے گئیں,1
5698,جامِ سے,1
5697,سے طرب,1
5696,طرب جوشِ,1
5597,میخانہ کوچۂ,1
5599,نہیں نامراد,1
5600,جہاں نہیں,1
5605,بہم شادی,1
5606,ہمیں بہم,1
5607,کیا ہمیں,1
5609,دیا کام,1
5611,شاد کہ,1
5612,نہیں شاد,1
5613,تم نہیں,1
5614,ان تم,1
5615,وعدے کے,1
5616,کا وعدے,1
5617,ذکر کا,1
5618,ان ذکر,1
5620,کرو کیوں,1
5621,غالب کرو,1
5622,یہ غالب,1
5624,تم کہ,1
5625,کہو تم,1
5626,اور کہو,1
5627,کہیں وہ,1
5629,یاد گے,1
5631,زمانہ نہیں,1
5632,سخت زمانہ,1
5633,کم سخت,1
5598,نامراد میخانہ,1
5596,کوچۂ گدائے,1
5635,ہے آزار,1
5595,گدائے شراب,1
5565,جو کہیں,1
5566,جاؤں جو,1
5567,واں جاؤں,1
5568,سے واں,1
5570,کو کہیں,1
5571,خیر تو,1
5572,باد خیر,1
5573,کبھی نہیں,1
5575,یاد جو,1
5576,بھی یاد,1
5577,آتا بھی,1
5578,ہوں آتا,1
5579,کہتے تو,1
5582,بزم آج,1
5584,فتنہ کچھ,1
5585,و فتنہ,1
5586,فساد و,1
5587,نہیں فساد,1
5588,علاوہ نہیں,1
5589,عید علاوہ,1
5590,کے عید,1
5591,ملتی کے,1
5592,ہے ملتی,1
5593,دن اور,1
5594,شراب بھی,1
5634,آزار کم,1
5636,بجانِ ہے,1
5695,جوشِ زمیں,1
5665,پہ قدح,1
5667,بادہ کفِ,1
5668,جوشِ بادہ,1
5669,تشنہ جوشِ,1
5670,لبی تشنہ,1
5671,ہے لبی,1
5672,چمن ہے,1
5674,برہم یہ,1
5675,ہوئی برہم,1
5676,تماشا بزمِ,1
5678,برگ کہ,1
5679,برگِ برگ,1
5680,سمن برگِ,1
5681,شیشہ سمن,1
5682,ریزۂ شیشہ,1
5683,حلبی ریزۂ,1
5684,ہے حلبی,1
5685,سیہ ہے,1
5686,مستی سیہ,1
5687,ہے مستی,1
5688,اہلِ ہے,1
5689,خاک اہلِ,1
5691,اَبرِ کو,1
5692,بہاری اَبرِ,1
5693,سے بہاری,1
5694,زمیں سے,1
5666,کفِ پہ,1
5664,قدح لبِ,1
5637,اسد بجانِ,1
5663,لبِ زیادہ,1
5638,وگرنہ اسد,1
5639,ہم وگرنہ,1
5640,توقع تو,1
5641,زیادہ توقع,1
5642,رکھتے زیادہ,1
5643,بہ نظر,1
5644,نقص بہ,1
5645,گدایاں نقص,1
5646,کمالِ گدایاں,1
5647,بے کمالِ,1
5648,ادبی بے,1
5649,ہے ادبی,1
5650,خارِ کہ,1
5651,خشک خارِ,1
5652,کو خشک,1
5653,دعویِ بھی,1
5654,چمن دعویِ,1
5655,نسبی چمن,1
5656,ہے نسبی,1
5657,وصال ہوا,1
5658,سے وصال,1
5659,شوقِ سے,1
5660,دلِ شوقِ,1
5661,خریص دلِ,1
5662,زیادہ خریص,1
5826,اس دماغ,1
5828,اس راتیں,1
6083,تاثیرِ زندانیِ,1
6005,کس بیاں,1
5991,ودیعت میں,1
5992,خانۂ ودیعت,1
5993,بیدادِ خانۂ,1
5994,کاوشہائے بیدادِ,1
5995,مژگاں کاوشہائے,1
5996,ہوں مژگاں,1
5997,نگینِ ہوں,1
5998,نامِ نگینِ,1
5999,شاہد نامِ,1
6000,ہے شاہد,1
6001,قطرہ میرے,1
6004,بیاں میں,1
6006,ظلمت ہو,1
5830,تیری ہیں,1
6007,گستری ظلمت,1
6008,میرے گستری,1
6009,شبستاں میرے,1
6010,کی شبستاں,1
6011,شبِ کی,1
6012,ہو مہ,1
6013,رکھ جو,1
6014,دیں رکھ,1
6015,پنبہ دیں,1
6016,دیواروں پنبہ,1
6017,کے دیواروں,1
6018,روزن کے,1
5989,روزن پنبہ,1
5988,پنبہ برنگِ,1
5987,برنگِ ہے,1
5986,باقی سیلاب,1
5959,تم کو,1
5960,ویراں کہ,1
5961,ہو ویراں,1
5962,نہیں گئیں,1
5963,کوئی زخم,1
5964,بخیہ کوئی,1
5965,کے بخیہ,1
5966,درخور کے,1
5967,میرے درخور,1
5968,تن میرے,1
5970,ہوا میں,1
5971,تارِ ہے,1
5972,اشکِ تارِ,1
5973,یاس اشکِ,1
5974,رشتہ یاس,1
5975,چشمِ رشتہ,1
5976,سوزن چشمِ,1
5977,میں سوزن,1
5978,ہوئی میں,1
